conversation_id,agent_id,prompt_version,resolution_rate,compliance_score,information_capture_rate,handoff_quality,conversation_efficiency,overall_score,compliance_violations,timestamp
30b4eb96-9ecb-40cf-ba9d-1a608a6bc74d,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 00:41:09 GMT+0530 (India Standard Time)
3ae8be88-6dcf-4d0f-aace-338bb289babf,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 00:41:50 GMT+0530 (India Standard Time)
1d98ebf3-b7ef-42ac-931b-65fb9b4a3000,resolution,v1,10,9,0,5,9,7.6,"Agent did not confirm user's identity with a secure method beyond a verbal confirmation.",Sat May 23 2026 00:42:06 GMT+0530 (India Standard Time)
41104d58-d856-4825-bdf8-ded9d4f8e4ee,resolution,v1,5,0,0,0,0,1.75,"Failure to disclose potential regulatory complaint; Inadequate handling of customer dispute; Insufficient review of documentation",Sat May 23 2026 00:42:22 GMT+0530 (India Standard Time)
517e5494-f8c8-4c60-b29c-5088aa889cfc,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 00:42:50 GMT+0530 (India Standard Time)
85d23ae8-1af3-4532-a279-a22eeb4744a9,resolution,v1,8,9,8,5,7,7.9,"Failed to introduce themselves properly at the beginning of the call; Repeatedly referenced the call being recorded without providing a clear introduction or context",Sat May 23 2026 00:43:16 GMT+0530 (India Standard Time)
94a85fb6-ec7e-4d6e-b4e3-437cc65bb927,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 00:43:40 GMT+0530 (India Standard Time)
c7065759-1dec-4131-bde1-eaa96b4e2389,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 00:44:09 GMT+0530 (India Standard Time)
a21ee421-57f9-46bc-92de-cafe50b4c214,resolution,v1,10,10,5,9,8,8.95,"",Sat May 23 2026 01:05:13 GMT+0530 (India Standard Time)
0d1aec62-8164-440f-8f01-d4f434fc98c8,resolution,v1,3,5,0,5,6,3.65,"Lack of immediate documentation provided upon request; Internal record was referenced instead of external validation",Sat May 23 2026 01:05:14 GMT+0530 (India Standard Time)
0f9d5f61-e627-4d83-8d1f-7886553f461c,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 01:05:23 GMT+0530 (India Standard Time)
deea5536-051e-4f35-8804-b036566c4902,resolution,v1,9,8,8,5,8,8.05,"[object Object]; [object Object]; [object Object]",Sat May 23 2026 01:05:48 GMT+0530 (India Standard Time)
7d737b59-ffe9-4873-ac8e-e06bba03039b,resolution,v1,3,5,0,5,2,3.25,"",Sat May 23 2026 01:06:04 GMT+0530 (India Standard Time)
b1341f76-6927-4dc3-80e4-ecfe720e3d41,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 01:06:48 GMT+0530 (India Standard Time)
3775cb9e-6fe2-42b2-b76d-ff8f79516c79,resolution,v1,9,8,0,5,9,6.95,"The agent did not explicitly mention the minimum payment amount on the standard hardship program to the user as per compliance standards.; The agent did not inform the user about the total interest accumulated on the debt during the suspension period as per compliance standards.",Sat May 23 2026 01:07:07 GMT+0530 (India Standard Time)
30b4eb96-9ecb-40cf-ba9d-1a608a6bc74d,resolution,v1,8,9,0,0,6,6.1,"Agent introduced previous conversation without clear context; Agent did not confirm debt prior to presenting hardship program",Sat May 23 2026 01:07:31 GMT+0530 (India Standard Time)
3ae8be88-6dcf-4d0f-aace-338bb289babf,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 01:08:11 GMT+0530 (India Standard Time)
1d98ebf3-b7ef-42ac-931b-65fb9b4a3000,resolution,v1,9.5,9.5,8.5,5,8,8.75,"",Sat May 23 2026 01:08:30 GMT+0530 (India Standard Time)
41104d58-d856-4825-bdf8-ded9d4f8e4ee,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 01:08:43 GMT+0530 (India Standard Time)
517e5494-f8c8-4c60-b29c-5088aa889cfc,resolution,v1,8,9,0,5,8,6.8,"Agent failed to document the customer's financial situation prior to presenting options.; Agent failed to disclose potential late fees related to the hardship program.; Agent failed to fully explain credit score implications of the hardship program before the customer's agreement.",Sat May 23 2026 01:09:12 GMT+0530 (India Standard Time)
85d23ae8-1af3-4532-a279-a22eeb4744a9,resolution,v1,8,8,1,5,9,6.75,"re-recording compliance not explicitly stated, but implicitly mentioned.; Agent failed to ask questions before reiterating agreements.",Sat May 23 2026 01:09:39 GMT+0530 (India Standard Time)
94a85fb6-ec7e-4d6e-b4e3-437cc65bb927,resolution,v1,8,8,0,5,9,6.6,"Refused to admit debt; Threatened to escalate to CFPB; Used profanity",Sat May 23 2026 01:10:01 GMT+0530 (India Standard Time)
c7065759-1dec-4131-bde1-eaa96b4e2389,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 01:10:28 GMT+0530 (India Standard Time)
a21ee421-57f9-46bc-92de-cafe50b4c214,resolution,v1,9.5,8,10,5,9,8.625,"failed to record initial offer, recorded offer on third mention",Sat May 23 2026 02:03:33 GMT+0530 (India Standard Time)
0d1aec62-8164-440f-8f01-d4f434fc98c8,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:03:34 GMT+0530 (India Standard Time)
0f9d5f61-e627-4d83-8d1f-7886553f461c,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:03:38 GMT+0530 (India Standard Time)
deea5536-051e-4f35-8804-b036566c4902,resolution,v1,8,9,8,5,8,8,"",Sat May 23 2026 02:04:07 GMT+0530 (India Standard Time)
7d737b59-ffe9-4873-ac8e-e06bba03039b,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:04:30 GMT+0530 (India Standard Time)
b1341f76-6927-4dc3-80e4-ecfe720e3d41,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:05:09 GMT+0530 (India Standard Time)
3775cb9e-6fe2-42b2-b76d-ff8f79516c79,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:05:29 GMT+0530 (India Standard Time)
30b4eb96-9ecb-40cf-ba9d-1a608a6bc74d,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:05:52 GMT+0530 (India Standard Time)
3ae8be88-6dcf-4d0f-aace-338bb289babf,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:06:35 GMT+0530 (India Standard Time)
1d98ebf3-b7ef-42ac-931b-65fb9b4a3000,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:06:54 GMT+0530 (India Standard Time)
41104d58-d856-4825-bdf8-ded9d4f8e4ee,resolution,v1,6,9,0,5,2,5.5,"",Sat May 23 2026 02:07:05 GMT+0530 (India Standard Time)
517e5494-f8c8-4c60-b29c-5088aa889cfc,resolution,v1,6,8,0,5,2,5.2,"Failed to confirm the borrower's identity through multiple questions or checks.; Did not obtain explicit consent to proceed with debt collection activities.",Sat May 23 2026 02:07:35 GMT+0530 (India Standard Time)
85d23ae8-1af3-4532-a279-a22eeb4744a9,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:08:02 GMT+0530 (India Standard Time)
94a85fb6-ec7e-4d6e-b4e3-437cc65bb927,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 02:08:22 GMT+0530 (India Standard Time)
c7065759-1dec-4131-bde1-eaa96b4e2389,resolution,v1,9.5,8.5,0,5,9,7.275,"Multiple mentions of the hardship program without clearly explaining the conditions or requirements for enrollment and ongoing eligibility.; The assistant did not verify the user's identity or confirmation of account ownership.",Sat May 23 2026 02:08:50 GMT+0530 (India Standard Time)
a21ee421-57f9-46bc-92de-cafe50b4c214,resolution,v1,10,9.5,0,5,8.5,7.7,"Did not reiterate the time-sensitive nature of the offer at the beginning of the conversation; Did not reiterate the offer details multiple times",Sat May 23 2026 02:46:58 GMT+0530 (India Standard Time)
0d1aec62-8164-440f-8f01-d4f434fc98c8,resolution,v1,0,4,0,5,2,1.9,"Failed to provide clear documentation of debt within a reasonable timeframe; Continued engagement after borrower expressed desire to disengage; Did not clearly communicate the Hardship Referral Program's terms and benefits",Sat May 23 2026 02:52:12 GMT+0530 (India Standard Time)
a21ee421-57f9-46bc-92de-cafe50b4c214,resolution,v1,8,8,0,5,9,6.6,"",Sat May 23 2026 02:58:09 GMT+0530 (India Standard Time)
0d1aec62-8164-440f-8f01-d4f434fc98c8,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 03:03:23 GMT+0530 (India Standard Time)
a21ee421-57f9-46bc-92de-cafe50b4c214,resolution,v1,10,8,8,5,9,8.5,"failed to obtain explicit user consent for call recording at the beginning of the conversation; provided a revised offer with a new deadline without first ensuring the user understood and agreed to the initial offer; did not reiterate compliance rules and call recording information after user inquired to review and confirm the agreement",Sat May 23 2026 13:14:37 GMT+0530 (India Standard Time)
0d1aec62-8164-440f-8f01-d4f434fc98c8,resolution,v1,0,8,0,5,8,3.7,"Failed to provide documentation as requested by the user; Did not follow the user's request to escalate the issue to a supervisor or review team earlier",Sat May 23 2026 13:14:38 GMT+0530 (India Standard Time)
0f9d5f61-e627-4d83-8d1f-7886553f461c,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:14:47 GMT+0530 (India Standard Time)
deea5536-051e-4f35-8804-b036566c4902,resolution,v1,9,9.5,9,5,8,8.65,"none",Sat May 23 2026 13:15:11 GMT+0530 (India Standard Time)
7d737b59-ffe9-4873-ac8e-e06bba03039b,resolution,v1,0,5,0,5,3,2.3,"Failed to provide clear information about debt details; Escalation to internal team without user confirmation",Sat May 23 2026 13:15:34 GMT+0530 (India Standard Time)
b1341f76-6927-4dc3-80e4-ecfe720e3d41,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:16:16 GMT+0530 (India Standard Time)
3775cb9e-6fe2-42b2-b76d-ff8f79516c79,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:16:35 GMT+0530 (India Standard Time)
30b4eb96-9ecb-40cf-ba9d-1a608a6bc74d,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:16:55 GMT+0530 (India Standard Time)
3ae8be88-6dcf-4d0f-aace-338bb289babf,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:17:38 GMT+0530 (India Standard Time)
1d98ebf3-b7ef-42ac-931b-65fb9b4a3000,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:17:59 GMT+0530 (India Standard Time)
41104d58-d856-4825-bdf8-ded9d4f8e4ee,resolution,v1,6,8,0,9,4,5.8,"Agent failed to acknowledge user's rights and concerns regarding disputed debt, but still offered a hardship program as a potential solution.; Agent's tone may be perceived as overly polite and insincere in response to user's assertive language.",Sat May 23 2026 13:18:08 GMT+0530 (India Standard Time)
517e5494-f8c8-4c60-b29c-5088aa889cfc,resolution,v1,7,7,10,10,6,7.65,"The assistant failed to explicitly ask the user to confirm their commitment to the program before explaining the terms.; The assistant failed to provide clear instructions on how to navigate the 72-hour deadline and the callback process.",Sat May 23 2026 13:18:38 GMT+0530 (India Standard Time)
85d23ae8-1af3-4532-a279-a22eeb4744a9,resolution,v1,8.5,9.5,10,5,8,8.625,"",Sat May 23 2026 13:19:05 GMT+0530 (India Standard Time)
94a85fb6-ec7e-4d6e-b4e3-437cc65bb927,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:19:28 GMT+0530 (India Standard Time)
c7065759-1dec-4131-bde1-eaa96b4e2389,resolution,v1,5,5,0,5,5,4.25,"",Sat May 23 2026 13:19:56 GMT+0530 (India Standard Time)
